date,title,url,afinn
04102018,"Mette Frederiksen støtter Støjbergs nej til kvoteflygtninge, men vil tage de svageste ",/nyheder/politik/mette-frederiksen-stoetter-stoejbergs-nej-til-kvoteflygtninge-men-vil-tage-de,-1.0
04102018,Støjberg: Vi tager ikke kvoteflygtninge i 2018,/nyheder/politik/stoejberg-vi-tager-ikke-kvoteflygtninge-i-2018,0.0
04102018,El-biler og sundhed: Det skal maratondebat handle om ifølge to hovedpersoner på Borgen,/nyheder/politik/el-biler-og-sundhed-det-skal-maratondebat-handle-om-ifoelge-hovedpersoner-paa-borgen,0.0
04102018,LIVE-TV Folketingets åbningsdebat,/nyheder/politik/live-tv-folketingets-aabningsdebat,0.0
04102018,"KORT Her er de 85 kommuner, der får økonomisk plaster på såret",/nyheder/politik/kort-her-er-de-85-kommuner-der-faar-oekonomisk-plaster-paa-saaret,0.0
04102018,SF kalder Løkke i samråd om Danske Bank-skandalen,/nyheder/politik/sf-kalder-loekke-i-samraad-om-danske-bank-skandalen,-3.0
04102018,"Regeringen vil kompensere udligningsramte kommuner med 1,4 milliarder kroner",/nyheder/politik/regeringen-vil-kompensere-udligningsramte-kommuner-med-14-milliarder-kroner,0.0
03102018,Efter usædvanlig politiaktion: DF vil have PET ud af busken,/nyheder/politik/efter-usaedvanlig-politiaktion-df-vil-have-pet-ud-af-busken,0.0
03102018,Aftale freder fisk i stort havområde i Arktis,/nyheder/politik/aftale-freder-fisk-i-stort-havomrade-i-arktis,1.0
03102018,Socialdemokratiet går til valg på at ansætte 1000 flere sygeplejersker,/nyheder/politik/socialdemokratiet-gaar-til-valg-paa-ansaette-1000-flere-sygeplejersker,0.0
03102018,Støjberg i fejde med S og DF om udenlandsk arbejdskraft: 'Det giver ingen mening',/nyheder/politik/stoejberg-i-fejde-med-s-og-df-om-udenlandsk-arbejdskraft-det-giver-ingen-mening,0.0
03102018,Sådan vil regeringen tiltrække mere udenlandsk arbejdskraft,/nyheder/politik/saadan-vil-regeringen-tiltraekke-mere-udenlandsk-arbejdskraft,1.0
03102018,Mette Bock: Præcis samme armslængde til DR som før,/nyheder/politik/mette-bock-praecis-samme-armslaengde-til-dr-som,2.0
03102018,OVERBLIK Regeringen vil hente billigere arbejdskraft fra 12 udvalgte lande,/nyheder/politik/overblik-regeringen-vil-hente-billigere-arbejdskraft-fra-12-udvalgte-lande,0.0
03102018,Naser Khader: Vi skal angribe russiske hacker-netværk,/nyheder/politik/naser-khader-vi-skal-angribe-russiske-hacker-netvaerk,-1.0
03102018,Regeringen vil lade 15-årige tage stilling til organdonation,/nyheder/politik/regeringen-vil-lade-15-arige-tage-stilling-til-organdonation,0.0
02102018,Løkke om kommende folketingsvalg: Det bliver i 2019,/nyheder/politik/loekke-om-kommende-folketingsvalg-det-bliver-i-2019,0.0
02102018,VIDEO Tre alternative åbningstaler fra tre statsministerkandidater,/nyheder/politik/video-tre-alternative-aabningstaler-fra-tre-statsministerkandidater,0.0
02102018,Folketinget åbner: Det vil partierne kæmpe hårdest for,/nyheder/politik/folketinget-aabner-det-vil-partierne-kaempe-haardest,-1.0
02102018,Løkke vil ændre beløbsgrænse for særligt udvalgte udlændinge,/nyheder/politik/loekke-vil-aendre-beloebsgraense-saerligt-udvalgte-udlaendinge,0.0
02102018,Mindretalsregering er på plads i Grønland efter krise,/nyheder/politik/mindretalsregering-er-pa-plads-i-gronland-efter-krise,-3.0
02102018,Løkke vil gøre det lettere at ansætte udlændinge: Mette F. er ’aldeles uenig’,/nyheder/politik/loekke-vil-goere-det-lettere-ansaette-udlaendinge-mette-f-er-aldeles-uenig,0.0
02102018,Løkke om kontroversiel præst: Fremragende prædiken om nåde,/nyheder/politik/lokke-om-kontroversiel-praest-fremragende-praediken-om-nade,3.0
02102018,Løkke løfter sløret for valgdato: Her skal vi stemme til Europa-Parlamentet,/nyheder/politik/loekke-loefter-sloeret-valgdato-her-skal-vi-stemme-til-europa-parlamentet,0.0
02102018,Regeringen vil oprette 21 nye 'sundhedsfællesskaber' omkring lokale sygehuse,/nyheder/politik/regeringen-vil-oprette-21-nye-sundhedsfaellesskaber-omkring-lokale-sygehuse,0.0
02102018,Løkke i åbningstale: Om 17 år må ingen nye biler udlede CO2,/nyheder/politik/loekke-i-aabningstale-om-17-aar-maa-ingen-nye-biler-udlede-co2,0.0
02102018,VIDEO Folketingssalen er blevet handicapvenlig: 'Nu er det bare værsgo',/nyheder/politik/video-folketingssalen-er-blevet-handicapvenlig-nu-er-det-bare-vaersgo,0.0
02102018,Regeringen: Stop for salg af nye diesel- og benzinbiler i 2030,/nyheder/politik/regeringen-stop-salg-af-nye-diesel-og-benzinbiler-i-2030,0.0
02102018,Minister er klar til at fratage butikker retten til tobakssalg,/nyheder/politik/minister-er-klar-til-fratage-butikker-retten-til-tobakssalg-0,1.0
02102018,LIVE-TV Folketingets åbning,/nyheder/politik/live-tv-folketingets-aabning,0.0
02102018,ANALYSE: Alle lurer på Løkkes valgdrejebog,/nyheder/politik/politiske-analyser/analyse-alle-lurer-paa-loekkes-valgdrejebog,-1.0
02102018,"Efter tre år med Løkke: For 43.000 kan det stadig ikke ""betale sig at arbejde""",/nyheder/politik/efter-tre-aar-med-loekke-43000-kan-det-stadig-ikke-betale-sig-arbejde,-1.0
02102018,Anna Mee Allerslev sagsøger BT og Berlingske for injurier,/nyheder/politik/anna-mee-allerslev-sagsoger-bt-og-berlingske-injurier,-2.0
01102018,"S-næstformand bliver væk fra gudstjeneste efter præstens ""urimelige"" homo-udtalelse",/nyheder/politik/s-naestformand-bliver-vaek-fra-gudstjeneste-efter-praestens-urimelige-homo-udtalelse,0.0
01102018,SF boykotter åbningsgudstjeneste i protest mod ministers præstevalg,/nyheder/politik/sf-boykotter-aabningsgudstjeneste-i-protest-mod-ministers-praestevalg,-2.0
01102018,Færre fordomme skal få flere med handicap i arbejde,/nyheder/politik/faerre-fordomme-skal-fa-flere-med-handicap-i-arbejde,0.0
30092018,Præsten Morten Kvist: 'Jeg har ikke tænkt mig at holde en politisk prædiken',/nyheder/politik/praesten-morten-kvist-jeg-har-ikke-taenkt-mig-holde-en-politisk-praediken,0.0
30092018,Mette Bock affejer kritik af præstevalg: Jeg vil ikke udøve sindelagskontrol,/nyheder/politik/mette-bock-affejer-kritik-af-praestevalg-jeg-vil-ikke-udoeve-sindelagskontrol,-2.0
30092018,Blå kirkeordførere støtter ministers præstevalg: Han har holdninger med kant,/nyheder/politik/blaa-kirkeordfoerere-stoetter-ministers-praestevalg-han-har-holdninger-med-kant,2.0
30092018,"Minister får skarp kritik for ""kontroversielt"" valg af præst til Folketingsgudstjeneste",/nyheder/politik/minister-faar-skarp-kritik-kontroversielt-valg-af-praest-til-folketingsgudstjeneste,-4.0
